,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu1851,Fungi,Ascomycota,,,,,
Otu2887,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,,
Otu1446,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,,
Otu2153,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,,
Otu1431,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,,
Otu10652,Fungi,Mucoromycota,Endogonomycetes,,,,
Otu2926,Fungi,Ascomycota,Dothideomycetes,,,,
Otu2258,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1615,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu1712,Fungi,Ascomycota,,,,,
Otu2167,Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,Phylliscum,
Otu1410,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,unidentified
Otu1925,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu2510,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_stevensonii
Otu1853,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Hypoxylon_monticulosum
Otu3761,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
Otu2970,Fungi,Ascomycota,Dothideomycetes,,,,
Otu2406,Fungi,Ascomycota,,,,,
Otu1547,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,
Otu1886,Fungi,Ascomycota,Leotiomycetes,,,,
Otu1890,Fungi,Ascomycota,,,,,
Otu1775,Fungi,Ascomycota,,,,,
Otu4414,Fungi,,,,,,
Otu1570,Fungi,,,,,,
Otu8412,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu8172,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
Otu1849,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu1499,Fungi,,,,,,
Otu1623,Fungi,Ascomycota,,,,,
Otu1727,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,,
Otu2898,Fungi,Ascomycota,,,,,
Otu1485,Fungi,Ascomycota,,,,,
Otu1760,Fungi,Ascomycota,,,,,
Otu1996,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,
Otu2718,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Lunulospora,
Otu2604,Fungi,Ascomycota,Leotiomycetes,,,,
Otu2819,Fungi,,,,,,
Otu3339,Fungi,Glomeromycota,unidentified,unidentified,unidentified,unidentified,unidentified
Otu2464,Fungi,Ascomycota,Orbiliomycetes,,,,
Otu2713,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Hyalorbilia,
Otu1961,Fungi,Basidiomycota,,,,,
Otu10999,Fungi,Ascomycota,,,,,
Otu2082,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu1555,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,
Otu1604,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu6446,Fungi,,,,,,
Otu7575,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,,
Otu1874,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,
Otu1600,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Protomerulius,unidentified
Otu1714,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,
Otu1613,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu2725,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cryptodiscus,
Otu1633,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu1534,Fungi,Ascomycota,Leotiomycetes,,,,
Otu2106,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Codinaea,Codinaea_acaciae
Otu1634,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
Otu3181,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella,Tulasnella_helicospora
Otu2125,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu2205,Fungi,Ascomycota,,,,,
Otu2958,Fungi,,,,,,
Otu2172,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,
Otu1671,Fungi,Ascomycota,,,,,
Otu2658,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,,
Otu2133,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,
Otu1650,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,
Otu2261,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,
Otu1948,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu1704,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,
Otu3046,Fungi,Ascomycota,,,,,
Otu2157,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,Nemania_bipapillata
Otu6302,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1920,Fungi,Basidiomycota,Pucciniomycetes,Septobasidiales,Septobasidiaceae,Septobasidium,
Otu3107,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Ascovirgaria,unidentified
Otu2785,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Coprinus_phaeopunctatus
Otu1593,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu1544,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,
Otu1746,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1486,Fungi,Basidiomycota,Microbotryomycetes,,,,
Otu2596,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu2228,Fungi,Basidiomycota,,,,,
Otu1574,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,
Otu1822,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,,
Otu1279,Fungi,,,,,,
Otu1801,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,,
Otu10388,Fungi,Ascomycota,,,,,
Otu1272,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,,
Otu9456,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Trichomerium,
Otu2848,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,unidentified
Otu10990,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu1784,Fungi,Ascomycota,,,,,
Otu10068,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Deconica,
Otu1202,Fungi,,,,,,
Otu6751,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_kurunegalense
Otu2310,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,,
Otu6717,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Pyrenochaeta_inflorescentiae
Otu1680,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,,
Otu2603,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,
Otu1392,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,
Otu6002,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_udenii
Otu2515,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,,,
Otu1625,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,,
Otu2403,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu10422,Fungi,Ascomycota,,,,,
Otu2319,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Biatriosporaceae,Biatriospora,Biatriospora_mackinnonii
Otu1759,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Mycoleptodiscus,
Otu10983,Fungi,Ascomycota,,,,,
Otu9627,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,
Otu2708,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,
Otu3195,Fungi,Ascomycota,,,,,
Otu2714,Fungi,,,,,,
Otu1842,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,
Otu1420,Fungi,Ascomycota,,,,,
Otu2675,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu1398,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1554,Fungi,,,,,,
Otu1283,Fungi,Ascomycota,,,,,
Otu1475,Fungi,Ascomycota,,,,,
Otu2467,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,,
Otu3457,Fungi,,,,,,
Otu1877,Fungi,Ascomycota,,,,,
Otu10556,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria,
Otu2518,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu2869,Fungi,Basidiomycota,Pucciniomycetes,Septobasidiales,Septobasidiaceae,Septobasidium,
Otu1339,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Xenochalara,unidentified
Otu3999,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu1923,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Choanephoraceae,Blakeslea,Blakeslea_trispora
Otu1478,Fungi,Ascomycota,Dothideomycetes,,,,
Otu11275,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,
Otu1281,Fungi,Ascomycota,Leotiomycetes,,,,
Otu1434,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,,
Otu2831,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu1928,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,
Otu1595,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu1741,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,
Otu2567,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_strelitziicola
Otu1794,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_persicinum
Otu1418,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,,,
Otu9604,Fungi,Ascomycota,,,,,
Otu9541,Fungi,Ascomycota,,,,,
Otu1445,Fungi,,,,,,
Otu2212,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Xenasmataceae,Xenasma,Xenasma_rimicola
Otu1713,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,,
Otu1440,Fungi,,,,,,
Otu1299,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,
Otu2155,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Thermoascaceae,unidentified,unidentified
Otu2249,Fungi,Ascomycota,,,,,
Otu1883,Fungi,Ascomycota,,,,,
Otu5788,Fungi,Ascomycota,,,,,
Otu1610,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu5618,Fungi,Ascomycota,,,,,
Otu2169,Fungi,,,,,,
Otu1275,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_ord_Incertae_sedis,Pseudeurotiaceae,unidentified,
Otu2311,Fungi,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,unidentified
Otu2536,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus_menehune
Otu1340,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_nidicola
Otu1549,Fungi,,,,,,
Otu1199,Fungi,Ascomycota,Leotiomycetes,,,,
Otu5876,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu2618,Fungi,Basidiomycota,,,,,
Otu1653,Fungi,Ascomycota,,,,,
Otu1516,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,
Otu1437,Fungi,Basidiomycota,Tremellomycetes,,,,
Otu1530,Fungi,Ascomycota,,,,,
Otu1742,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_polychromum
Otu1487,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Gibberella,Gibberella_tricincta
Otu2227,Fungi,,,,,,
Otu9948,Fungi,Ascomycota,,,,,
Otu1456,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Naevala,
Otu1589,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,,,
Otu2161,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,unidentified,
Otu1766,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,
Otu1476,Fungi,Ascomycota,Leotiomycetes,,,,
Otu4143,Fungi,Ascomycota,Dothideomycetes,Hysteriales,unidentified,unidentified,unidentified
Otu1767,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,
Otu9971,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriopsis,
Otu1269,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified
Otu1682,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu1455,Fungi,Ascomycota,Leotiomycetes,,,,
Otu1400,Fungi,Ascomycota,Dothideomycetes,,,,
Otu10053,Fungi,Ascomycota,Leotiomycetes,,,,
Otu3314,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu1657,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,
Otu2064,Fungi,Ascomycota,,,,,
Otu1395,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu2060,Fungi,,,,,,
Otu2046,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,
Otu3514,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,unidentified
Otu1358,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,,
Otu1630,Fungi,Ascomycota,,,,,
Otu1353,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Heterodermia,
Otu2131,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,unidentified,unidentified
Otu1234,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavopunctelia,Flavopunctelia_flaventior
Otu1917,Fungi,Ascomycota,,,,,
Otu10517,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,
Otu1517,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1348,Fungi,Ascomycota,,,,,
Otu1205,Fungi,Ascomycota,,,,,
Otu2597,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria_ellisii
Otu2045,Fungi,Ascomycota,Lecanoromycetes,,,,
Otu2282,Fungi,Ascomycota,,,,,
Otu1564,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu1467,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Xenochalara,
Otu1984,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,,
Otu1899,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1214,Fungi,,,,,,
Otu2392,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,,
Otu1436,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,
Otu1774,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,unidentified
Otu1226,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
Otu2102,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu1788,Fungi,Ascomycota,Lecanoromycetes,,,,
Otu1289,Fungi,Ascomycota,,,,,
Otu1892,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
Otu1320,Fungi,Ascomycota,,,,,
Otu2748,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,,,
Otu1343,Fungi,Ascomycota,,,,,
Otu1669,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Collarina,Collarina_aurantiaca
Otu10726,Fungi,Ascomycota,,,,,
Otu1586,Fungi,Ascomycota,Dothideomycetes,,,,
Otu2269,Fungi,Ascomycota,,,,,
Otu2265,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Tremella_lobariacearum
Otu2152,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_racemosus
Otu1878,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu1462,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,unidentified,
Otu3495,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,unidentified,unidentified
Otu3135,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu2092,Fungi,,,,,,
Otu2017,Fungi,Ascomycota,Dothideomycetes,,,,
Otu1567,Fungi,,,,,,
Otu1638,Fungi,,,,,,
Otu1188,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,
Otu9676,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,
Otu1635,Fungi,Basidiomycota,,,,,
Otu1304,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1422,Fungi,,,,,,
Otu1951,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,
Otu1466,Fungi,Basidiomycota,,,,,
Otu1384,Fungi,Ascomycota,,,,,
Otu2073,Fungi,Chytridiomycota,Rhizophydiomycetes,,,,
Otu1469,Fungi,,,,,,
Otu9431,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,unidentified,
Otu10974,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,
Otu1535,Fungi,Ascomycota,,,,,
Otu1538,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu2067,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu1145,Fungi,,,,,,
Otu1907,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Polyphialoseptoria,
Otu1745,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,
Otu2717,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_polychromum
Otu10020,Fungi,,,,,,
Otu2476,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Schizoporaceae,Xylodon,
Otu1247,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
Otu1918,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,,
Otu1394,Fungi,Ascomycota,,,,,
Otu1184,Fungi,,,,,,
Otu3082,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora_oxyspora
Otu1470,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu2009,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Otu1850,Fungi,,,,,,
Otu2730,Fungi,Ascomycota,,,,,
Otu1962,Fungi,Ascomycota,,,,,
Otu2149,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Sarcopodium,Sarcopodium_flavolanatum
Otu1447,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
Otu5691,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,
Otu3109,Fungi,Ascomycota,,,,,
Otu1333,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu1979,Fungi,Ascomycota,Sordariomycetes,,,,
Otu1317,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Ascocoryne,
Otu1750,Fungi,,,,,,
Otu1381,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,
Otu1524,Fungi,Basidiomycota,Pucciniomycetes,Septobasidiales,Septobasidiaceae,Septobasidium,Septobasidium_arachnoideum
Otu1981,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1472,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1990,Fungi,Ascomycota,Sordariomycetes,,,,
Otu3089,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliales_fam_Incertae_sedis,Tridentaria,
Otu1614,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,,,
Otu2024,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
Otu2583,Fungi,Ascomycota,Sordariomycetes,,,,
Otu1662,Fungi,Ascomycota,Dothideomycetes,,,,
Otu1307,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,
Otu10664,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Phialocephala,Phialocephala_fortinii
Otu2380,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu1411,Fungi,,,,,,
Otu9326,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Otu3508,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,,,
Otu1313,Fungi,Ascomycota,,,,,
Otu1346,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,
Otu1512,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu1427,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1347,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu1428,Fungi,,,,,,
Otu1957,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Xenasmataceae,Xenasma,Xenasma_rimicola
Otu1904,Fungi,Ascomycota,,,,,
Otu1342,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu1528,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,
Otu1423,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,
Otu1379,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu1459,Fungi,,,,,,
Otu3907,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,unidentified,
Otu7307,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_asperellum
Otu1329,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,,,
Otu1201,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1084,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu1998,Fungi,,,,,,
Otu2424,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,,
Otu1507,Fungi,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Strigula,
Otu1244,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytriomycetaceae,Entophlyctis,
Otu1926,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Hypochnicium,Hypochnicium_lyndoniae
Otu1950,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Schizoporaceae,Xylodon,Xylodon_borealis
Otu1352,Fungi,Ascomycota,Leotiomycetes,,,,
Otu1152,Fungi,Ascomycota,Dothideomycetes,,,,
Otu1250,Fungi,Ascomycota,Dothideomycetes,,,,
Otu2233,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified
Otu1337,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora_livistonae
Otu1643,Fungi,,,,,,
Otu1776,Fungi,Ascomycota,,,,,
Otu1791,Fungi,Basidiomycota,,,,,
Otu1969,Fungi,Ascomycota,,,,,
Otu1720,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Annulohypoxylon,Annulohypoxylon_stygium
Otu1940,Fungi,,,,,,
Otu1803,Fungi,,,,,,
Otu2199,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu1071,Fungi,Ascomycota,Leotiomycetes,,,,
Otu4682,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,
Otu9233,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,,
Otu1901,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu2439,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu1866,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu2175,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora_europaea
Otu3159,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu2350,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
Otu1739,Fungi,,,,,,
Otu9666,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,
Otu1405,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,
Otu1506,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,
Otu1173,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma_podzolica
Otu1782,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,,
Otu1335,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Tetracladium,
Otu2016,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,,,
Otu11182,Fungi,Ascomycota,,,,,
Otu1361,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu3086,Fungi,Ascomycota,,,,,
Otu1521,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,unidentified
Otu1508,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_anisopliae
Otu2096,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1557,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu1498,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu1550,Fungi,Ascomycota,Leotiomycetes,,,,
Otu2358,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu1700,Fungi,Ascomycota,Sordariomycetes,,,,
Otu1991,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophaeosphaeria,Setophaeosphaeria_badalingensis
Otu1731,Fungi,,,,,,
Otu2107,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe,
